detected_record_id,product_id,protein,material,state_scope,source_id,compound_group,compound_name,cas,lri_observed,lri_reference,identification_method,numeric_match_factor,source_match_quality_floor_pct,mr09_identification_status,raw_pct,grill55_pct,grill60_pct,grill71_pct,grill77_pct,grill85_pct,p_value,source_metric_or_value,notes
BDM-MOR-077,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Ketones,2-Nonanone,821-55-6,1094,1094.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.17,0.28,0.28,0.26,0.29,0.29,ns,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-078,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Alcohols,1-Hexanol,111-27-3,867,868.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.05,0.24,0.33,1.28,0.25,0.16,ns,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-079,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Alcohols,1-Octanol,111-87-5,1071,1071.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.26,1.29,1.17,1.22,1.09,0.92,<0.01,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-080,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Alcohols,1-Tetradecanol,112-72-1,1681,1671.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.1,0.25,0.25,0.24,0.25,0.28,ns,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-081,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Furans,2-Furanmethanol,98-00-0,852,850.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.09,0.1,0.12,0.08,0.12,0.07,ns,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-082,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Furans,2-Pentylfuran,3777-69-3,993,991.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.28,1.7,1.33,1.51,1.19,1.19,<0.01,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-083,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Furans,2-Octylfuran,4179-38-8,1296,1286.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.02,0.08,0.06,0.07,0.07,0.08,<0.01,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-084,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Pyrazines,"2,6-Dimethylpyrazine",108-50-9,918,912.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.0,0.0,0.0,0.02,0.03,0.07,<0.01,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-085,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Pyrazines,"3-Ethyl-2,5-dimethylpyrazine",13360-65-1,1080,1072.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.0,0.0,0.0,0.0,0.0,0.13,<0.01,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-086,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Pyrazines,"2,5-Dimethyl-3-isoamylpyrazine",111150-30-2,1319,1322.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.0,0.0,0.0,0.0,0.12,0.3,<0.01,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-087,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Lactones,gamma-Crotonolactone,497-23-4,912,916.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.38,0.37,0.32,0.31,0.39,0.34,ns,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-088,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Lactones,delta-Tetradecalactone,2721-22-4,1939,1938.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,2.74,3.67,3.71,3.98,4.16,4.95,ns,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-089,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Alkenes,1-Octene,111-66-0,792,791.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,0.18,0.2,0.4,0.57,0.69,0.68,ns,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-090,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Amines,Trimethylamine,75-50-3,480,479.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,1.18,1.16,1.01,1.19,1.3,1.19,0.02,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-MOR-091,beef:muscle,beef,Longissimus lumborum,raw→grilled doneness series,SRC-BEEF-GRILL-TEMP-001,Terpenes,Neophytadiene,504-96-1,1841,1837.0,NIST 2014 MS + in-house authentic-compound library + Kovats LRI,,,numeric_match_factor_unreported,1.32,1.02,0.64,0.83,2.52,2.7,ns,relative abundance (% total VOC); zero = source-reported not detected,full detected table; raw and five grilled internal-temperature states
BDM-IDQ-001,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Hexanal,,1018,1036.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 89.19 µg/kg; target ion m/z 56; RT 5.44 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-002,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Heptanal,,1154,1156.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 44.59 µg/kg; target ion m/z 70; RT 9.82 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-003,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Octanal,,1273,1273.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 97.56 µg/kg; target ion m/z 43; RT 13.83 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-004,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Nonanal,,1384,1384.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 527.87 µg/kg; target ion m/z 57; RT 17.56 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-005,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Decanal,,1491,1491.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 18.45 µg/kg; target ion m/z 57; RT 21.01 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-006,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Benzaldehyde,,1514,1514.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 97.81 µg/kg; target ion m/z 106; RT 21.78 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-007,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,2-Nonenal (E),,1526,1526.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 43.77 µg/kg; target ion m/z 55; RT 22.11 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-008,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,2-Decenal (E),,1640,1640.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 61.50 µg/kg; target ion m/z 41; RT 25.71 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-009,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,"2,4-Nonadienal (E,E)",,1695,1695.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 15.29 µg/kg; target ion m/z 81; RT 27.42 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-010,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,2-Undecenal,,1748,1750.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 62.64 µg/kg; target ion m/z 57; RT 28.64 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-011,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,"2,4-Decadienal (E,E)",,1805,1805.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 16.94 µg/kg; target ion m/z 81; RT 29.90 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-012,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Tetradecanal,,1919,1919.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 9.87 µg/kg; target ion m/z 57; RT 31.91 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-013,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Pentadecanal,,2026,2024.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 18.80 µg/kg; target ion m/z 82; RT 33.53 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-014,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Hexadecanal,,2134,2135.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 31.18 µg/kg; target ion m/z 57; RT 34.98 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-015,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Dodecanal,,1704,1704.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 23.35 µg/kg; target ion m/z 57; RT 27.67 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-016,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Aldehydes,Benzeneacetaldehyde,,1644,1635.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 18.85 µg/kg; target ion m/z 91; RT 25.81 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-017,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Alcohols,1-Octen-3-ol,,1445,1445.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 38.96 µg/kg; target ion m/z 57; RT 19.54 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-018,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Alcohols,1-Heptanol,,1449,1449.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 55.33 µg/kg; target ion m/z 56; RT 19.67 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-019,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Alcohols,2-Ethyl-1-hexanol,,1485,1485.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 77.22 µg/kg; target ion m/z 57; RT 20.80 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-020,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Alcohols,1-Octanol,,1552,1552.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 78.15 µg/kg; target ion m/z 56; RT 22.91 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-021,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Alcohols,2-Octen-1-ol (E),,1614,1613.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 13.80 µg/kg; target ion m/z 57; RT 24.88 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-022,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Alcohols,1-Dodecanol,,1965,1964.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 10.63 µg/kg; target ion m/z 55; RT 32.61 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-023,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Alcohols,2-Phenyl-2-propanol,,1761,1759.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 8.70 µg/kg; target ion m/z 43; RT 28.94 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-024,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Phenols,4-Methyl phenol,,2091,2094.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 2.37 µg/kg; target ion m/z 60; RT 34.42 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-025,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Pyrazines,"3-Ethyl-2,5-dimethyl pyrazine",,1432,1433.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 18.57 µg/kg; target ion m/z 135; RT 19.13 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-026,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Pyrazines,"2,5-Dimethyl pyrazine",,1304,1306.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 8.14 µg/kg; target ion m/z 108; RT 14.90 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-027,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Pyrazines,2-Ethyl-5-methyl pyrazine,,1378,1378.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 6.57 µg/kg; target ion m/z 121; RT 17.35 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-028,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Nitrogen heterocycles,2-Acetylpyrrole,,1977,1977.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 12.78 µg/kg; target ion m/z 94; RT 32.82 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-029,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Pyrazines,Trimethyl pyrazine,,1388,1388.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 62.52 µg/kg; target ion m/z 122; RT 17.71 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-030,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Pyrazines,"2-Methyl 5H-6,7-dihydrocyclopentapyrazine",,1701,1703.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 12.28 µg/kg; target ion m/z 134; RT 27.59 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-031,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Acids,Hexanoic acid,,1852,1862.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 68.24 µg/kg; target ion m/z 60; RT 30.73 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-032,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Acids,Heptanoic acid,,1958,1950.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 15.47 µg/kg; target ion m/z 60; RT 32.50 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-033,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Acids,Octanoic acid,,2063,2063.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 78.04 µg/kg; target ion m/z 60; RT 34.04 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-034,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Acids,Nonanoic acid,,2171,2171.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 65.75 µg/kg; target ion m/z 60; RT 35.43 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-035,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Acids,Decanoic acid,,2277,2287.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 22.07 µg/kg; target ion m/z 60; RT 36.72 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-036,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Furans,2-Pentyl furan,,1210,1210.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 16.47 µg/kg; target ion m/z 81; RT 11.70 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-037,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Hydrocarbons,"1,3-Di-tert-butylbenzene",,1418,1420.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 21.88 µg/kg; target ion m/z 175; RT 18.69 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-038,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Hydrocarbons,Dodecane,,1177,,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI + authentic standard RT,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 25.48 µg/kg; target ion m/z 57; RT 10.58 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-039,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Hydrocarbons,Tridecane,,1290,1300.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI + authentic standard RT,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 5.07 µg/kg; target ion m/z 57; RT 14.41 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-040,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Hydrocarbons,Tetradecane,,1394,1400.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI + authentic standard RT,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 33.71 µg/kg; target ion m/z 57; RT 17.91 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-041,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Hydrocarbons,Pentadecane,,1498,1500.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI + authentic standard RT,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 10.77 µg/kg; target ion m/z 57; RT 21.22 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-042,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Hydrocarbons,Heptadecane,,1699,1700.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI + authentic standard RT,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 11.72 µg/kg; target ion m/z 67; RT 27.53 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-043,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Hydrocarbons,Azulene,,1733,1736.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 15.03 µg/kg; target ion m/z 128; RT 28.32 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-044,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Miscellaneous,1-Formylpyrrolidine,,1315,,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 23.31 µg/kg; target ion m/z 43; RT 15.27 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
BDM-IDQ-045,beef:muscle,beef,cooked meat sample,cooked beef identification-QA benchmark,SRC-BEEF-IDQA-001,Miscellaneous,2-Ethylhexyl acrylate,,1480,1494.0,NIST v14 MS (source minimum mass-match quality 80%) + calculated LRI,,80.0,verified_source_match_floor_80_plus_lri,,,,,,,,beef relative concentration 16.47 µg/kg; target ion m/z 139; RT 20.57 min,"full 45-compound source table; per-compound exact match score not published, but source retained only matches ≥80%"
