foodatlas_id	source	reference	entity_linking_method	_chemical_name	_flavor_name
mf5280	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1655'}	id_matching	PUBCHEM_COMPOUND:28780	faint
mf5281	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1659'}	id_matching	PUBCHEM_COMPOUND:16945	odorless
mf5282	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1661'}	id_matching	PUBCHEM_COMPOUND:14802	quinone odor
mf5283	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1665'}	id_matching	PUBCHEM_COMPOUND:944	characteristic odor
mf5284	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1665'}	id_matching	PUBCHEM_COMPOUND:944	sweet
mf5285	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1666'}	id_matching	PUBCHEM_COMPOUND:7474	sweet odor
mf5286	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1667'}	id_matching	PUBCHEM_COMPOUND:6124	faint, characteristic odor
mf5287	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1668'}	id_matching	PUBCHEM_COMPOUND:15939	odorless
mf5288	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1670'}	id_matching	PUBCHEM_COMPOUND:16682730	odorless
mf5289	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1677'}	id_matching	PUBCHEM_COMPOUND:6394	fruity odor
mf5290	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1678'}	id_matching	PUBCHEM_COMPOUND:31357	odorless
mf5291	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1708'}	id_matching	PUBCHEM_COMPOUND:17435	aromatic
mf5292	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1709'}	id_matching	PUBCHEM_COMPOUND:17432	mild
mf5293	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1711'}	id_matching	PUBCHEM_COMPOUND:8297	slight, aromatic odor
mf5294	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1712'}	id_matching	PUBCHEM_COMPOUND:14337	aromatic
mf5295	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1714'}	id_matching	PUBCHEM_COMPOUND:16181	aromatic odor
mf5296	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1716'}	id_matching	PUBCHEM_COMPOUND:7211	odorless
mf5297	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1717'}	id_matching	PUBCHEM_COMPOUND:13676	aromatic
mf5298	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1717'}	id_matching	PUBCHEM_COMPOUND:13676	pungent
mf5299	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1721'}	id_matching	PUBCHEM_COMPOUND:16562	odorless
mf5300	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1722'}	id_matching	PUBCHEM_COMPOUND:441140	odorless
mf5301	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1723'}	id_matching	PUBCHEM_COMPOUND:8303	must
mf5302	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1725'}	id_matching	PUBCHEM_COMPOUND:54678504	odorless
mf5303	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1733'}	id_matching	PUBCHEM_COMPOUND:9502	odorless
mf5304	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1734'}	id_matching	PUBCHEM_COMPOUND:12901	offensive
mf5305	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1735'}	id_matching	PUBCHEM_COMPOUND:61021	menthol
mf5306	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1738'}	id_matching	PUBCHEM_COMPOUND:7153	odorless
mf5307	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1740'}	id_matching	PUBCHEM_COMPOUND:17109	odorless
mf5308	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1742'}	id_matching	PUBCHEM_COMPOUND:8594	unpleasant
mf5309	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1746'}	id_matching	PUBCHEM_COMPOUND:8442	sweet
mf5310	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1749'}	id_matching	PUBCHEM_COMPOUND:6720	must
mf5311	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1751'}	id_matching	PUBCHEM_COMPOUND:15643	odorless
mf5312	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1753'}	id_matching	PUBCHEM_COMPOUND:7017	characteristic odor
mf5313	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1753'}	id_matching	PUBCHEM_COMPOUND:7017	sweet
mf5314	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1753'}	id_matching	PUBCHEM_COMPOUND:7017	phenolic odor
mf5315	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1754'}	id_matching	PUBCHEM_COMPOUND:3032604	faint odor
mf5316	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1755'}	id_matching	PUBCHEM_COMPOUND:5794	odorless
mf5317	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1755'}	id_matching	PUBCHEM_COMPOUND:5794	mild odor
mf5318	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1759'}	id_matching	PUBCHEM_COMPOUND:15546	odorless
mf5319	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1761'}	id_matching	PUBCHEM_COMPOUND:7159	odorless
mf5320	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1762'}	id_matching	PUBCHEM_COMPOUND:6758	odorless
mf5321	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1764'}	id_matching	PUBCHEM_COMPOUND:16116	odorless
mf5322	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1766'}	id_matching	PUBCHEM_COMPOUND:5235	odorless
mf5323	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/30'}	id_matching	PUBCHEM_COMPOUND:4510	sweet
mf5324	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/34'}	id_matching	PUBCHEM_COMPOUND:807	sharp
mf5325	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/43'}	id_matching	PUBCHEM_COMPOUND:6115	burning taste
mf5326	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/45'}	id_matching	PUBCHEM_COMPOUND:7505	sharp
mf5327	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/51'}	id_matching	PUBCHEM_COMPOUND:8146	bitter
mf5328	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/54'}	id_matching	PUBCHEM_COMPOUND:8076	slightly bitter
mf5329	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/56'}	id_matching	PUBCHEM_COMPOUND:6212	sweet taste
mf5330	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/65'}	id_matching	PUBCHEM_COMPOUND:11	sweet taste
mf5331	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/69'}	id_matching	PUBCHEM_COMPOUND:8117	sweet
mf5332	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/70'}	id_matching	PUBCHEM_COMPOUND:3283	sweet
mf5333	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/96'}	id_matching	PUBCHEM_COMPOUND:8134	bitter
mf5334	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/97'}	id_matching	PUBCHEM_COMPOUND:8019	bitter
mf5335	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/104'}	id_matching	PUBCHEM_COMPOUND:7416	sweet
mf5336	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/122'}	id_matching	PUBCHEM_COMPOUND:31347	slightly bitter taste
mf5337	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/133'}	id_matching	PUBCHEM_COMPOUND:6575	burning taste
mf5338	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/153'}	id_matching	PUBCHEM_COMPOUND:7896	sweet
mf5339	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/161'}	id_matching	PUBCHEM_COMPOUND:7997	pleasant
mf5340	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/163'}	id_matching	PUBCHEM_COMPOUND:1176	has cooling, saline taste
mf5341	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/167'}	id_matching	PUBCHEM_COMPOUND:297	tasteless
mf5342	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/168'}	id_matching	PUBCHEM_COMPOUND:6325	tasteless
mf5343	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/174'}	id_matching	PUBCHEM_COMPOUND:1030	tasteless
mf5344	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/187'}	id_matching	PUBCHEM_COMPOUND:7768	unpleasant
mf5345	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/188'}	id_matching	PUBCHEM_COMPOUND:196	tart taste
mf5346	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/188'}	id_matching	PUBCHEM_COMPOUND:196	sour
mf5347	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/207'}	id_matching	PUBCHEM_COMPOUND:25514	pungent
mf5348	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/214'}	id_matching	PUBCHEM_COMPOUND:2724385	bitter
mf5349	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/215'}	id_matching	PUBCHEM_COMPOUND:441207	bitter
mf5350	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/218'}	id_matching	PUBCHEM_COMPOUND:38853	tasteless
mf5351	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/222'}	id_matching	PUBCHEM_COMPOUND:2707	slightly bitter taste
mf5352	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/224'}	id_matching	PUBCHEM_COMPOUND:3598	tasteless
mf5353	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/227'}	id_matching	PUBCHEM_COMPOUND:5147	bitter
mf5354	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/284'}	id_matching	PUBCHEM_COMPOUND:6819	tasteless
mf5355	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/290'}	id_matching	PUBCHEM_COMPOUND:8012	bitter
mf5356	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/291'}	id_matching	PUBCHEM_COMPOUND:122903	tasteless
mf5357	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/296'}	id_matching	PUBCHEM_COMPOUND:131204	slightly bitter taste
mf5358	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/301'}	id_matching	PUBCHEM_COMPOUND:24540	has cooling, saline taste
mf5359	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/307'}	id_matching	PUBCHEM_COMPOUND:442021	very bitter taste
mf5360	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/332'}	id_matching	PUBCHEM_COMPOUND:16682734	tasteless
mf5361	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/352'}	id_matching	PUBCHEM_COMPOUND:7773	tasteless
mf5362	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/357'}	id_matching	PUBCHEM_COMPOUND:24588	sweetish taste
mf5363	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/372'}	id_matching	PUBCHEM_COMPOUND:7187	tasteless
mf5364	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/376'}	id_matching	PUBCHEM_COMPOUND:24203	saline taste
mf5365	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/416'}	id_matching	PUBCHEM_COMPOUND:8026	fruity taste
mf5366	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/416'}	id_matching	PUBCHEM_COMPOUND:8026	sweet
mf5367	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/422'}	id_matching	PUBCHEM_COMPOUND:24570	sweet
mf5368	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/445'}	id_matching	PUBCHEM_COMPOUND:1549107	weak citrus-lime taste
mf5369	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/445'}	id_matching	PUBCHEM_COMPOUND:1549108	weak citrus-lime taste
mf5370	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/445'}	id_matching	PUBCHEM_COMPOUND:1549109	weak citrus-lime taste
mf5371	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/476'}	id_matching	PUBCHEM_COMPOUND:25487	sharp
mf5372	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/483'}	id_matching	PUBCHEM_COMPOUND:25517	cool
mf5373	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/488'}	id_matching	PUBCHEM_COMPOUND:7027	sweet taste
mf5374	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/489'}	id_matching	PUBCHEM_COMPOUND:107526	sweet
mf5375	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/493'}	id_matching	PUBCHEM_COMPOUND:33022	fatty taste
mf5376	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/493'}	id_matching	PUBCHEM_COMPOUND:5283468	fatty taste
mf5377	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/493'}	id_matching	PUBCHEM_COMPOUND:5364833	fatty taste
mf5378	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/493'}	id_matching	PUBCHEM_COMPOUND:11451146	fatty taste
mf5379	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/526'}	id_matching	PUBCHEM_COMPOUND:24310	sweet
mf5380	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/529'}	id_matching	PUBCHEM_COMPOUND:1493	bitter taste
mf5381	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/532'}	id_matching	PUBCHEM_COMPOUND:6332	burning taste
mf5382	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/533'}	id_matching	PUBCHEM_COMPOUND:6337	burning taste
mf5383	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/566'}	id_matching	PUBCHEM_COMPOUND:3610	astringent taste
mf5384	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/567'}	id_matching	PUBCHEM_COMPOUND:8478	very bitter taste
mf5385	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/570'}	id_matching	PUBCHEM_COMPOUND:260	sour
mf5386	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/580'}	id_matching	PUBCHEM_COMPOUND:70788954	sweetish taste
mf5387	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/585'}	id_matching	PUBCHEM_COMPOUND:5541	sweet
mf5388	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/585'}	id_matching	PUBCHEM_COMPOUND:5541	bitter taste
mf5389	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/606'}	id_matching	PUBCHEM_COMPOUND:8053	pungent aromatic taste
mf5390	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/609'}	id_matching	PUBCHEM_COMPOUND:8038	slightly bitter
mf5391	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/609'}	id_matching	PUBCHEM_COMPOUND:8038	banana
mf5392	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/633'}	id_matching	PUBCHEM_COMPOUND:10038	disagreeable taste
mf5393	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/664'}	id_matching	PUBCHEM_COMPOUND:24083	mild, saline, or bitter taste
mf5394	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/666'}	id_matching	PUBCHEM_COMPOUND:444266	astringent taste
mf5395	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/680'}	id_matching	PUBCHEM_COMPOUND:5951	sweet
mf5396	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/685'}	id_matching	PUBCHEM_COMPOUND:24470	very bitter metallic taste
mf5397	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/697'}	id_matching	PUBCHEM_COMPOUND:516892	slight
mf5398	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/713'}	id_matching	PUBCHEM_COMPOUND:11177	tasteless
mf5399	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/724'}	id_matching	PUBCHEM_COMPOUND:23665763	disagreeable taste
mf5400	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/729'}	id_matching	PUBCHEM_COMPOUND:6506	bitter taste
mf5401	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/750'}	id_matching	PUBCHEM_COMPOUND:5238	bitter
mf5402	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/757'}	id_matching	PUBCHEM_COMPOUND:23668193	slight
mf5403	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/765'}	id_matching	PUBCHEM_COMPOUND:9357	cool
mf5404	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/766'}	id_matching	PUBCHEM_COMPOUND:2723816	slight
mf5405	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/778'}	id_matching	PUBCHEM_COMPOUND:3793749	bland
mf5406	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/778'}	id_matching	PUBCHEM_COMPOUND:16218600	bland
mf5407	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/779'}	id_matching	PUBCHEM_COMPOUND:6323	burning taste
mf5408	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/783'}	id_matching	PUBCHEM_COMPOUND:24550	bitter
mf5409	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/792'}	id_matching	PUBCHEM_COMPOUND:7922	burning taste
mf5410	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/797'}	id_matching	PUBCHEM_COMPOUND:5344	bitter
mf5411	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/812'}	id_matching	PUBCHEM_COMPOUND:6351	pungent
mf5412	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/817'}	id_matching	PUBCHEM_COMPOUND:493570	bitter
mf5413	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/819'}	id_matching	PUBCHEM_COMPOUND:5280793	bitter taste
mf5414	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/819'}	id_matching	PUBCHEM_COMPOUND:6536972	bitter taste
mf5415	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/825'}	id_matching	PUBCHEM_COMPOUND:17358	tasteless
mf5416	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/831'}	id_matching	PUBCHEM_COMPOUND:16131300	astringent taste
mf5417	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/845'}	id_matching	PUBCHEM_COMPOUND:8948	pleasant
mf5418	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/869'}	id_matching	PUBCHEM_COMPOUND:26042	tasteless
mf5419	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/883'}	id_matching	PUBCHEM_COMPOUND:6327	sweet taste
mf5420	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/903'}	id_matching	PUBCHEM_COMPOUND:281	tasteless
mf5421	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/919'}	id_matching	PUBCHEM_COMPOUND:6093208	slightly bitter taste
mf5422	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/943'}	id_matching	PUBCHEM_COMPOUND:8025	slightly bitter taste
mf5423	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/950'}	id_matching	PUBCHEM_COMPOUND:10563	tasteless
mf5424	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/965'}	id_matching	PUBCHEM_COMPOUND:14779	tasteless
mf5425	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/992'}	id_matching	PUBCHEM_COMPOUND:24441	tasteless
mf5426	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/994'}	id_matching	PUBCHEM_COMPOUND:9290	tasteless
mf5427	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1005'}	id_matching	PUBCHEM_COMPOUND:24439	tasteless
mf5428	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1077'}	id_matching	PUBCHEM_COMPOUND:8129	spicy, pungent taste
mf5429	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1129'}	id_matching	PUBCHEM_COMPOUND:31245	oily
mf5430	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1133'}	id_matching	PUBCHEM_COMPOUND:6947	sweet taste
mf5431	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1150'}	id_matching	PUBCHEM_COMPOUND:6501	strawberry
mf5432	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1150'}	id_matching	PUBCHEM_COMPOUND:6501	berry
mf5433	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1156'}	id_matching	PUBCHEM_COMPOUND:7475	burning taste
mf5434	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1157'}	id_matching	PUBCHEM_COMPOUND:980	sweet
mf5435	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1164'}	id_matching	PUBCHEM_COMPOUND:13143	sweet
mf5436	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1195'}	id_matching	PUBCHEM_COMPOUND:8858	oily
mf5437	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1202'}	id_matching	PUBCHEM_COMPOUND:525	tart
mf5438	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1202'}	id_matching	PUBCHEM_COMPOUND:525	sour
mf5439	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1211'}	id_matching	PUBCHEM_COMPOUND:24485	tasteless
mf5440	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1212'}	id_matching	PUBCHEM_COMPOUND:6019	bitter taste
mf5441	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1227'}	id_matching	PUBCHEM_COMPOUND:24434	cool
mf5442	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1238'}	id_matching	PUBCHEM_COMPOUND:24502	very bitter metallic taste
mf5443	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1249'}	id_matching	PUBCHEM_COMPOUND:24597	disagreeable taste
mf5444	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1253'}	id_matching	PUBCHEM_COMPOUND:23673461	tasteless
mf5445	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1262'}	id_matching	PUBCHEM_COMPOUND:11430	alkaline
mf5446	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1264'}	id_matching	PUBCHEM_COMPOUND:23681127	pleasant acidulous taste
mf5447	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1321'}	id_matching	PUBCHEM_COMPOUND:227	sweetish taste
mf5448	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1401'}	id_matching	PUBCHEM_COMPOUND:2723790	bitter
mf5449	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1415'}	id_matching	PUBCHEM_COMPOUND:7245	strong
mf5450	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1432'}	id_matching	PUBCHEM_COMPOUND:7628	bitter
mf5451	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1436'}	id_matching	PUBCHEM_COMPOUND:289	sweet
mf5452	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1441'}	id_matching	PUBCHEM_COMPOUND:24454	strong
mf5453	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1505'}	id_matching	PUBCHEM_COMPOUND:262	sweet taste
mf5454	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1512'}	id_matching	PUBCHEM_COMPOUND:736366	bitter taste
mf5455	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1572'}	id_matching	PUBCHEM_COMPOUND:4477	tasteless
mf5456	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1635'}	id_matching	PUBCHEM_COMPOUND:7765	whiskey
mf5457	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1635'}	id_matching	PUBCHEM_COMPOUND:7765	nutty
mf5458	hsdb	{'url': 'https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1675'}	id_matching	PUBCHEM_COMPOUND:24500	mild
